2007	pali mi li pona mute tawa mi.		我非常喜欢我的工作。
2038	o pini e toki pi ijo ike mi!	Stop criticizing me.	不要再批评我了！
2042	pan pi mute seme li awen?		還剩多少個三明治？
2061	tenpo ale la tenpo pi kama sona li pona.	It's never too late to learn.	活到老，学到老。
2066	toki sina li seme?	What're you talking about?	你在说什么呢？
2067	mi wile e suwi.		我想要一颗糖。
2073	mi mute li moku lon tenpo seme? mi wile moku!		甚麼時候吃飯啊？我快餓死了啦！
2102	sike ma li jo e jan nasa mute.		世界上都是白痴。
2136	tomo telo li lon seme?	Where's the bathroom?	洗手間在哪裡？
2161	mi wile e ilo pi kalama musi. a!		我想要一个MP3播放器！
2168	ni li kama tawa seme?		你在哪儿?
2175	nasa a!	Nothing doing!	没门！
2241	tenpo suno sin ali en tenpo pimeja sin ali la, mi pana e moku tawa soweli tomo mi.		每天早晚，我给我的猫喂食。
2260	o lukin tawa sina.	Take care of yourself.	照顾好你自己。
2322	ni li suli ala.	It's not important!	这不重要。
2328	toki li pona. taso toki ala li pona mute.	Speech is silver, silence is golden.	雄辯如銀，沉默如金。
2348	waso pi tenpo lili li kama jo e pipi.		早起的鸟儿有虫吃。
2352	sona sin ala li sona sin pona.		没消息就是好消息。
2372	olin jaki li lon ala. poki jan pona li lon ala.		沒有骯髒的愛情, 也沒有美麗的監獄。
2378	o pilin sama ni: sina lon tomo sina.	Make yourself at home!	就当在家一样。
2389	mi wile ala sin e ni.		我再也不想要了。
2409	mi kama moku e telo nasa poka jan pona mi.		我去和朋友喝了杯啤酒。
2412	ona li utala.		他们吵架了。
2413	mi moku e sike mama kala.		我吃了魚子醬。
2418	ona li mani seme?	How much will it be?	这个几块？
2424	o pilin e lipu.		别把票忘了。
2441	mi pilin pona tan ni: mi lukin e sina lon tenpo sin.		很高興看到你回來了。
2451	mije mute ni li jan seme?		那些家伙是谁？
2491	a! mi ken ala toki.	I have no words.	我不知道應該說什麼才好。
2647	ike la mi tawa weka tan lipu sona.	I shouldn't have logged off.	
2683	lon taso li pona.	Nothing is beautiful but the truth.	
2778	sina toki ala toki kepeken toki Italija?	Do you speak Italian?	你會說義大利語嗎？
2822	nimi mi li Se.	My name is Jack.	我叫傑克。
2906	mi wile kama sona lon ma tomo Paki.	I'd like to study in Paris.	
2997	mi wile e ilo pi kalama musi. a!	I want an MP3 player!	
3075	toki li kiwen walo. toki ala li kiwen jelo.	Speech is silver, silence is golden.	
3095	tenpo suno ni li tenpo suno nanpa luka luka luka tu wan pi sike mun nanpa luka wan. sike suno sin pi jan Muka li open.	Today is June 18th and it is Muiriel's birthday!	今天是６月１８号，也是Muiriel的生日！
3103	mi sona ala e ni: mi toki e seme tawa sina?	I simply don't know what to say...	我只是不知道應該說什麼而已……
3106	sitelen ni li sin anu seme?	Is it a recent picture?	那是一张近照吗？
3107	mi sona ala e ni: mi jo e tenpo.	I don't know if I have the time.	我不知道我有沒有時間。
3110	nasin pi pana e sona lon ma ali ni li ike tawa mi.	Education in this world disappoints me.	世界上的教育都讓我失望。
3117	ni li tan sina wile ala wan.	It's because you don't want to be alone.	
3119	tenpo mute lili la ona li nasa.	Sometimes he can be a strange guy.	有时候他会是一个奇怪的男生。
3120	tenpo kama la sina kama sona la mi wile ala sina pali e ijo ante.	I'll do my best not to disturb your studying.	我会尽量不打扰你复习。
3121	mi wile sona e ni: ni li sama tawa jan ante?	I can only wonder if this is the same for everyone else.	我只能问自己这对其他所有人是不是一回事呢。
3129	mi toki e ni tawa ona mute: o pana e lipu ante tawa mi.	I told them to send me another ticket.	我請他們再寄給我一張票。
3130	sina ken ala awen tawa mi.	You're so impatient with me.	你对我那么没耐心。
3132	tenpo pini la mi wile kama jan pi sona mun.	I once wanted to be an astrophysicist.	我曾經想過當個太空物理學家。
3133	tenpo ali la sona soweli li ike tawa mi.	I never liked biology.	我從來沒喜歡過生物學。
3253	pona.	Mazal tov.	祝贺你。
3319	sina wile ala wile e moku telo?	Do you want to drink something?	你想要什么喝的吗？
3400	jan pi mani lili li jan ni: ona li jo ala e mani pi lili ike, taso ona li wile jo e ijo pi mute ike.	Poor is not the one who has too little, but the one who wants too much.	贫穷的不是拥有太少的人，而是想要太多的人。
3407	sina toki ala toki kepeken toki Italija?	Do you speak Italian?	你會說義大利語嗎？
3476	nimi sina li seme?	What do we call you?	你叫什么名字？
3494	tenpo pi mute seme la sina sike e suno?	What age are you?	你的年龄是多少？
3696	jan tu li pilin sama la jan wan li namako.	If two men always have the same opinion, one of them is unnecessary.	如果两个人总是意见相同，那么他们其中一个就没必要了。
3888	sina tan ma seme?	Which country are you from?	你是哪国人？
3945	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.	One, two, three, four, five, six, seven, eight, nine, ten.	一、二、三、四、五、六、七、八、九、十。
4063	mi jo ala e tenpo pi suli pona ni: mi tawa esun, mi toki "tawa pona" tawa mama mi.	I had neither the time to go shopping, nor to say goodbye to my mother.	我既没时间购物，又没时间跟我妈妈说再见。
4190	tenpo pi mute seme la sina sike e suno?	What age are you?	你几岁了？
4246	moku pona!	Enjoy your food.	祝你胃口好！
4368	ko lete pi kon sewi li kama lon tenpo pimeja ale.	It snowed all night.	雪下了一整夜。
4405	sina toki ala toki kepeken toki Italija?	Do you speak Italian?	
4444	tenpo pi mute seme la sina sike e suno?	What age are you?	你多大了？
4851	mi olin e sina.	I love you.	我爱你。
4894	lon taso li pona.	Nothing is beautiful but the truth.	
4913	sina wile ala wile e moku telo?	Would you like to drink anything?	
4994	sina toki ala toki kepeken toki Italija?	Do you speak Italian?	
5046	sina lon poka mi. ale li pona lon tenpo ni.	If you are by my side, I don't need anything else.	
5082	mi wile ala moku tan sina.	Thanks to you I've lost my appetite.	多亏你我胃口都没了。
5210	mi wile ala tawa tomo sona.	I don't want to go to school!	
5212	telo li kama tan sewi.	It's raining.	在下雨。
5332	ona li mani seme?	How much does he cost?	
5419	a! mi ken ala toki.	I am speechless.	我不知道應該說什麼才好。
5568	mi olin e sina!	I love you!	我爱你。
5573	tan seme la sina kama ala lon tomo mi?	Why don't you come visit us?	为什么你不来看我们？
5634	ni li pona tawa mi.	I really like this.	我非常喜歡它.
5870	tenpo ni: tomo tawa kon li tawa poka pi kon tawa nasa, la jan lawa pi tomo tawa kon li toki wawa e ni tawa jan tawa ale: ona o kepeken len linja wawa.	As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.	
5947	tenpo pi mute seme la sina sike e suno?	What age are you?	你幾歲?
5962	tenpo ni la jan Muka li jo e sike suno mute.	Muiriel is 20, now.	Muiriel现在20岁了。
5970	ni li seme?	What is that?	
6024	ni li kama lon tenpo pini weka.		这事发生在很多年以前。
6044	ona li esun e ilo nasa lon kulupu pi kalama musi.		她在演唱会的场地贩卖毒品。
6064	meli li kama, a!	Here comes the bride!	新娘来了！
6068	kon sewi li seme?	How is the weather?	天气怎么样？
6069	sina ken ala ken open e suno?	Can you turn on the light, please?	
6161	ni li mani lili sina.	Here's your change.	
6311	mi mije lili.	I am a boy.	我是一个男孩。
6614	mi wile lukin e sina.	I want to see you.	我想看你。
6642	mi jan Asimoto.	My name is Hashimoto.	我的名字叫桥本。
6758	mi sona e ni: seme li lon insa pi poki ni.	I know what's in the box.	
6786	mi kama sona e toki Inli. mi kama sona e toki Kanse kin.	I study French in addition to English.	
6804	toki Inli li pona tawa mi. taso mi toki ike kepeken ona.	I like English, but I cannot speak well.	我喜欢英语，但是我说不好。
6837	mi wile tawa ma tomo Lanten.	I'd like to visit London.	我想要去伦敦。
6990	mi wile pali e ijo pi mute ni: mi weka e ni: mi wile pini e lupa tomo kepeken ilo open.	I was in such a hurry that I forgot to lock the door.	
6991	mi wile mute moku.	I'm really thirsty.	我很渴。
7010	mi lukin e ilo pi sitelen tawa. pini ni la mi tawa supa lape.	After I watched TV, I went to bed.	
7087	mi pilin wawa e ni: toki ni li lon.	I believe that story.	我相信那个故事。
7242	mi wile e ni.	I need that.	
7310	mi kama jo e poki tu pi telo wawa.	I had two cups of coffee.	
7392	mi jan Mewika.	I am American.	
7451	pona.	Thanks.	我感謝你。
7754	jan sama mi li lukin e jan lili lon tenpo mute.	My sister often looks after the baby.	
7919	mi kute e ala.	I don't hear a thing.	我什么都听不见。
8340	tenpo pini poka la ona li sitelen e lipu tawa mi lon tenpo pi mute lili.	He writes to me less and less often these days.	
8446	tenpo suno ni la mi wile lape mute.	I was very tired today.	
8466	ken la telo li kama lon tenpo ni pi suno anpa.	It may rain this afternoon.	
8480	moku ni pi kili ante mute li jo e pilin uta pi kili Siton.	This salad tastes of lemon.	這道沙拉有檸檬的味道。
8770	soweli tomo li soweli sona.	A dog is a clever animal.	
8795	ala!	No!	
9203	jan akesi li kama lon insa tomo tawa ni: ona li wile kama jo e mani.	A thief broke into the house to steal the money.	
9335	ken ni li pona tawa mi: ona li pona tawa sina.	I hope that you will like it.	希望你會喜歡。
9336	ale li pona.	Everything is going fine.	没有关系呀。
9419	tenpo ni: mi tawa tomo sona, la mi kama lon poka pi jan Ton.	I met Tom on my way to school.	
9480	o weka.	Go outside.	
9515	mi pilin pona tan ni: mi lukin e sina.	I'm happy to see you.	我很高兴见到你。
9713	mi pana e ko jaki telo.	I have diarrhea.	我拉肚子。
9864	tenpo kama ale la mi olin e sina.	I'll love you always.	我会永远爱你。
9925	"sina pilin seme?" "mi pilin pona."	"How are you?" "I'm fine, thanks."	“你怎么样？”“我很好，谢谢。”
10451	mi lon poka sina.	I'm by your side.	我支持你。
10482	mi wile e poki ni.	I want this bag.	
10847	sina tawa jan pi pona sijelo anu seme?	Did you go to see a doctor?	你去看过医生了吗？
10858	mi ken pilin e pilin sina.	I know how you feel.	
10889	mi pana e ike tawa sina, la ni li ike tawa mi.	I'm sorry if I disturbed you.	
11015	ona li wile e ni: ona li olin e sina.	He must love you.	
11062	moku pi tomo moku pi tomo sona li pona tawa jan sama mi pi tomo sona, pi ale ala.	Not all my classmate like the food in the cafeteria.	
11527	o kama sona wawa e nimi ni.	Learn these names by heart.	
11654	jan Sakepi li toki e ni: ali li sama supa musi.	Shakespeare compared the world to a stage.	
12615	mi mute o lape.	Let's take a rest.	我们休息一下吧。
13083	tomo tawa kulupu li kama.	Here comes the bus.	
13306	o weka ala e ni: sina o pana e mani lili tawa jan pali tan ni: ona li tawa e poki len sina.	Don't forget to tip the porter for carrying your luggage.	
13328	tenpo kama ala la mi ante e nasin pali mi.	I will never change my ways.	
13828	sina kama lon tomo palisa pi ma tomo Lanten anu seme?	Did you visit the Tower of London?	你參觀倫敦塔了嗎？
14058	tenpo ni: telo pi kon sewi li kama, la mi tawa wawa tawa tomo.	As it began to rain, I ran into my house.	
14153	ni li tan ni: mi tan supa lape lon tenpo pi suli ike.	That is because I got up late.	
14248	tenpo pini poka la mi kama lon ona lon tenpo pi mute ala.	I haven't seen much of him recently.	
14991	mi pilin ike tan ni, taso ona li lon ala tomo.	I'm sorry, but he isn't home.	
15146	jan ken ala weka e ike tan toki ni pi lon ala.	These lies are unforgivable.	
15259	mi kama lukin e tomo moku pona pi nasin moku Mesiko.	I found a good Mexican restaurant.	
15352	tenpo ala la ona li open pana e pona tawa jan ante.	He is always willing to help others.	
15434	ona li kama ala lon tenpo pona lon tomo tawa linja pi nanpa pini.	He missed the last train.	他错过了最后一班火车。
15459	jan ni li jo e tomo tawa sin e tomo tawa pi sike suno mute.	He has a new car and an old car.	
15610	ona li toki e ni tawa mi: mi kama pona lon moku lon open pi tenpo pimeja.	She asked us to dinner.	她邀请了我们吃晚饭。
15723	tenpo pimeja la o lukin ala toki tawa mi kepeken ilo toki lon tenpo pi suli ni.	Don't call me so late at night.	晚上不要太晚打我电话。
15792	ko lete li kama telo.	The snow has started to thaw out.	
15864	sina wile kama sona wawa.	You have to study hard.	你必須認真學習。
15878	sina pali mute ike. o pali ala lon tenpo lili.	You're working too hard. Take it easy for a while.	你工作得太辛苦了。放輕鬆一下。
15882	tomo sina li lon ni ala ni?		你住這裡嗎?
15971	sina pilin ala pilin e ni: jan sewi li lon?		你相信上帝嗎？
16088	mi wile e ni: tenpo pini la sina toki e ijo tawa mi: ni li lon.		我希望你告訴我真相了。
16184	o kepeken nasin sina.		你必须按照你的计划行事。
16194	sina pona e len noka sina anu seme?	You've cleaned your shoes, haven't you?	
16255	sina lukin jo e seme?	What are you searching for?	你们在找什么？
16256	sina mute li lukin e seme?	What're you looking at?	你在看什么？
16268	seme li pini e lape sina?		什麼吵醒你了?
16274	seme li pona tawa sina?	What are you fond of?	你喜欢什么？
16343	sina jan pi pali mute.		你真是个努力的工人。
16374	pilin mi la sina wile kama sona sin.		我认为你需要更努力学习。
16379	kalama musi pi jan Mosat li pona ala pona tawa sina?		你喜歡莫扎特的音樂嗎？
16420	sina kama ante ala a!	You have not changed at all.	你真的一点没变。
16450	sina ken ala kama tan seme?		你為什麼不能來?
16456	sina wile sona lon tomo sona pi ma ante tan seme?		为什么您想到外国读书？
16457	sina wile alasa esun e lipu sona ni tan seme?		您为什么想买这本书？
16492	sina pali e seme?	What're you doing?	搞什么啊？
16507	suwi pimeja li ike tawa sina anu seme?		你不喜歡巧克力對吧？
16543	tenpo pini la, sina pana e ona tawa jan seme?		你把它給誰了?
16547	sina jo ala jo e ni?		你有嗎？
16553	kepeken seme la sina open e ona?	What did you use to open it?	你用什么打开的？
16857	mi ken kute pi lili taso e sina.		我几乎听不到你。
16886	o sitelen e nimi sina kepeken wan nimi suli.		把你的名字用大写写下来。
16930	ike sina li sama ike mi.		你的問題和我的相似。
16966	mi awen ala sona e nanpa pi ilo toki sina.		我忘了你的電話號碼。
16969	sina ken e ni: mi kepeken ilo toki sina anu seme?	Can I use your phone?	我能用你的电话吗？
16985	mute seme pi tomo sona li lon ma tomo sina?		你們城市有多少個學校？
16997	tenpo sike sina li lon tenpo seme?	When's your birthday?	你的生日是几月几号？
17013	o tawa sin tawa supa monsi sina.		回到你的座位。
17057	mi wile ala e pona sina.		我不需要你的幫助。
17073	tenpo suno pini la mi kama jo e lipu toki sina.		我昨天收到了你的信。
17076	sina weka e jaki tan luka sina anu seme?		你的手乾淨嗎?
17084	tomo tawa sina li suli. tomo tawa mi li lili.		和你的车比起来，我的车很小。
17102	ilo tawa pi sike tu sina li pona mute. ilo mi li pona lili.		你的自行车比我的好。
17116	o tawa lon nasin pi pilin sina taso.		順著你的感覺走吧！
17150	sina tan seme?		你是哪国家？
17354	mi ken kepeken ilo sitelen sina anu seme?		我可以用你的筆嗎？
17363	len sina li pona lukin mute.		你的穿著非常好。
17395	pan suwi sina li pona mute a.		你的蛋糕很美味。
17423	mi en sina li pilin ante.	I do not agree with you.	我不同意你的看法。
17462	mi pali e len sin tawa sina.	I'll make a new suit for you.	我會給你做一套新衣服。
17493	wile mi la sina pali wawa sin.		我希望你更加努力地工作。
17494	mi wile kama lon poka sina lon tenpo sin.		我希望再次見到你。
17570	sina ken pali e ni anu seme?	Are you able to do that?	
17642	sina ale li pali pona.		你們所有的人都做得很好。
17721	sina mi la sina pali e seme?	If you were in my place, what would you do?	
17864	sina tawa ala la mi kin li tawa ala.		如果你不去，那我也不會去。
17895	ni li open lukin: sina toki ike.		很明顯地你錯了。
